state_name,year,all_cause,natural_cause,week_ending_date
Alabama,2014,355,327,2014-01-04
Alabama,2014,872,792,2014-01-11
Alabama,2014,1044,971,2014-01-18
Alabama,2014,1022,967,2014-01-25
Alabama,2014,1040,953,2014-02-01
Alabama,2014,992,910,2014-02-08
Alabama,2014,942,885,2014-02-15
Alabama,2014,990,933,2014-02-22
Alabama,2014,958,875,2014-03-01
Alabama,2014,988,903,2014-03-08
Alabama,2014,974,910,2014-03-15
Alabama,2014,934,866,2014-03-22
Alabama,2014,926,875,2014-03-29
Alabama,2014,949,874,2014-04-05
Alabama,2014,924,862,2014-04-12
Alabama,2014,986,922,2014-04-19
Alabama,2014,914,848,2014-04-26
Alabama,2014,933,855,2014-05-03
Alabama,2014,916,856,2014-05-10
Alabama,2014,925,858,2014-05-17
Alabama,2014,892,838,2014-05-24
Alabama,2014,932,871,2014-05-31
Alabama,2014,922,827,2014-06-07
Alabama,2014,838,771,2014-06-14
Alabama,2014,774,712,2014-06-21
Alabama,2014,727,663,2014-06-28
Alabama,2014,671,617,2014-07-05
Alabama,2014,683,616,2014-07-12
Alabama,2014,751,683,2014-07-19
Alabama,2014,847,778,2014-07-26
Alabama,2014,848,791,2014-08-02
Alabama,2014,891,832,2014-08-09
Alabama,2014,829,763,2014-08-16
Alabama,2014,741,665,2014-08-23
Alabama,2014,588,530,2014-08-30
Alabama,2014,700,624,2014-09-06
Alabama,2014,729,677,2014-09-13
Alabama,2014,764,702,2014-09-20
Alabama,2014,933,851,2014-09-27
Alabama,2014,866,804,2014-10-04
Alabama,2014,917,838,2014-10-11
Alabama,2014,924,870,2014-10-18
Alabama,2014,890,828,2014-10-25
Alabama,2014,918,854,2014-11-01
Alabama,2014,817,749,2014-11-08
Alabama,2014,805,740,2014-11-15
Alabama,2014,933,870,2014-11-22
Alabama,2014,986,903,2014-11-29
Alabama,2014,995,942,2014-12-06
Alabama,2014,1036,975,2014-12-13
Alabama,2014,1117,1036,2014-12-20
Alabama,2014,1068,1001,2014-12-27
Alabama,2014,1103,1035,2015-01-03
Alabama,2015,1139,1069,2015-01-10
Alabama,2015,1140,1066,2015-01-17
Alabama,2015,1043,965,2015-01-24
Alabama,2015,1076,999,2015-01-31
Alabama,2015,1110,1042,2015-02-07
Alabama,2015,1070,998,2015-02-14
Alabama,2015,1066,1001,2015-02-21
Alabama,2015,1102,1042,2015-02-28
Alabama,2015,1206,1120,2015-03-07
Alabama,2015,1103,1014,2015-03-14
Alabama,2015,1003,923,2015-03-21
Alabama,2015,983,914,2015-03-28
Alabama,2015,955,875,2015-04-04
Alabama,2015,975,910,2015-04-11
Alabama,2015,902,831,2015-04-18
Alabama,2015,996,919,2015-04-25
Alabama,2015,977,910,2015-05-02
Alabama,2015,900,826,2015-05-09
Alabama,2015,893,826,2015-05-16
Alabama,2015,862,801,2015-05-23
Alabama,2015,816,732,2015-05-30
Alabama,2015,749,677,2015-06-06
Alabama,2015,881,802,2015-06-13
Alabama,2015,902,821,2015-06-20
Alabama,2015,932,847,2015-06-27
Alabama,2015,905,826,2015-07-04
Alabama,2015,926,847,2015-07-11
Alabama,2015,920,855,2015-07-18
Alabama,2015,919,839,2015-07-25
Alabama,2015,904,821,2015-08-01
Alabama,2015,910,818,2015-08-08
Alabama,2015,958,872,2015-08-15
Alabama,2015,866,806,2015-08-22
Alabama,2015,918,847,2015-08-29
Alabama,2015,928,847,2015-09-05
Alabama,2015,957,875,2015-09-12
Alabama,2015,907,828,2015-09-19
Alabama,2015,933,854,2015-09-26
Alabama,2015,878,827,2015-10-03
Alabama,2015,918,844,2015-10-10
Alabama,2015,789,722,2015-10-17
Alabama,2015,794,734,2015-10-24
Alabama,2015,909,838,2015-10-31
Alabama,2015,866,801,2015-11-07
Alabama,2015,928,858,2015-11-14
Alabama,2015,995,928,2015-11-21
Alabama,2015,974,903,2015-11-28
Alabama,2015,914,851,2015-12-05
Alabama,2015,899,826,2015-12-12
Alabama,2015,768,707,2015-12-19
Alabama,2015,778,706,2015-12-26
Alabama,2015,912,847,2016-01-02
Alabama,2016,1008,938,2016-01-09
Alabama,2016,1044,956,2016-01-16
Alabama,2016,1029,953,2016-01-23
Alabama,2016,1020,944,2016-01-30
Alabama,2016,1103,1043,2016-02-06
Alabama,2016,1098,1011,2016-02-13
Alabama,2016,1114,1037,2016-02-20
Alabama,2016,962,878,2016-02-27
Alabama,2016,1006,929,2016-03-05
Alabama,2016,1035,961,2016-03-12
Alabama,2016,1009,919,2016-03-19
Alabama,2016,1001,917,2016-03-26
Alabama,2016,959,896,2016-04-02
Alabama,2016,1006,932,2016-04-09
Alabama,2016,942,888,2016-04-16
Alabama,2016,1011,934,2016-04-23
Alabama,2016,966,873,2016-04-30
Alabama,2016,963,888,2016-05-07
Alabama,2016,945,869,2016-05-14
Alabama,2016,918,844,2016-05-21
Alabama,2016,941,853,2016-05-28
Alabama,2016,954,862,2016-06-04
Alabama,2016,967,866,2016-06-11
Alabama,2016,877,803,2016-06-18
Alabama,2016,979,887,2016-06-25
Alabama,2016,903,814,2016-07-02
Alabama,2016,903,811,2016-07-09
Alabama,2016,965,895,2016-07-16
Alabama,2016,927,849,2016-07-23
Alabama,2016,927,862,2016-07-30
Alabama,2016,918,841,2016-08-06
Alabama,2016,921,847,2016-08-13
Alabama,2016,979,877,2016-08-20
Alabama,2016,942,856,2016-08-27
Alabama,2016,918,846,2016-09-03
Alabama,2016,912,842,2016-09-10
Alabama,2016,947,868,2016-09-17
Alabama,2016,986,906,2016-09-24
Alabama,2016,939,849,2016-10-01
Alabama,2016,958,866,2016-10-08
Alabama,2016,973,900,2016-10-15
Alabama,2016,907,829,2016-10-22
Alabama,2016,964,891,2016-10-29
Alabama,2016,952,873,2016-11-05
Alabama,2016,1029,958,2016-11-12
Alabama,2016,1004,932,2016-11-19
Alabama,2016,1029,957,2016-11-26
Alabama,2016,1033,949,2016-12-03
Alabama,2016,1057,966,2016-12-10
Alabama,2016,1049,972,2016-12-17
Alabama,2016,1134,1048,2016-12-24
Alabama,2016,1104,1027,2016-12-31
Alabama,2017,1121,1049,2017-01-07
Alabama,2017,1130,1046,2017-01-14
Alabama,2017,1048,968,2017-01-21
Alabama,2017,1026,943,2017-01-28
Alabama,2017,1036,934,2017-02-04
Alabama,2017,1058,985,2017-02-11
Alabama,2017,1060,974,2017-02-18
Alabama,2017,1099,1013,2017-02-25
Alabama,2017,1081,1004,2017-03-04
Alabama,2017,1011,920,2017-03-11
Alabama,2017,1067,993,2017-03-18
Alabama,2017,1068,977,2017-03-25
Alabama,2017,991,903,2017-04-01
Alabama,2017,1037,963,2017-04-08
Alabama,2017,1017,941,2017-04-15
Alabama,2017,966,894,2017-04-22
Alabama,2017,996,918,2017-04-29
Alabama,2017,907,839,2017-05-06
Alabama,2017,1064,982,2017-05-13
Alabama,2017,998,906,2017-05-20
Alabama,2017,988,889,2017-05-27
Alabama,2017,925,851,2017-06-03
Alabama,2017,984,889,2017-06-10
Alabama,2017,918,832,2017-06-17
Alabama,2017,961,873,2017-06-24
Alabama,2017,925,839,2017-07-01
Alabama,2017,954,859,2017-07-08
Alabama,2017,968,888,2017-07-15
Alabama,2017,964,875,2017-07-22
Alabama,2017,888,805,2017-07-29
Alabama,2017,949,879,2017-08-05
Alabama,2017,936,854,2017-08-12
Alabama,2017,933,864,2017-08-19
Alabama,2017,917,838,2017-08-26
Alabama,2017,953,874,2017-09-02
Alabama,2017,960,898,2017-09-09
Alabama,2017,968,889,2017-09-16
Alabama,2017,995,904,2017-09-23
Alabama,2017,1019,927,2017-09-30
Alabama,2017,948,872,2017-10-07
Alabama,2017,986,917,2017-10-14
Alabama,2017,966,889,2017-10-21
Alabama,2017,941,877,2017-10-28
Alabama,2017,994,906,2017-11-04
Alabama,2017,994,907,2017-11-11
Alabama,2017,982,894,2017-11-18
Alabama,2017,1004,931,2017-11-25
Alabama,2017,1067,977,2017-12-02
Alabama,2017,1074,988,2017-12-09
Alabama,2017,1120,1047,2017-12-16
Alabama,2017,1098,1012,2017-12-23
Alabama,2017,1080,1001,2017-12-30
Alabama,2018,1248,1159,2018-01-06
Alabama,2018,1301,1215,2018-01-13
Alabama,2018,1275,1190,2018-01-20
Alabama,2018,1286,1208,2018-01-27
Alabama,2018,1147,1058,2018-02-03
Alabama,2018,1181,1087,2018-02-10
Alabama,2018,1096,1019,2018-02-17
Alabama,2018,1099,1031,2018-02-24
Alabama,2018,985,919,2018-03-03
Alabama,2018,1059,978,2018-03-10
Alabama,2018,1086,987,2018-03-17
Alabama,2018,993,917,2018-03-24
Alabama,2018,995,901,2018-03-31
Alabama,2018,1012,941,2018-04-07
Alabama,2018,1026,954,2018-04-14
Alabama,2018,1031,943,2018-04-21
Alabama,2018,971,895,2018-04-28
Alabama,2018,1039,952,2018-05-05
Alabama,2018,950,878,2018-05-12
Alabama,2018,1005,935,2018-05-19
Alabama,2018,977,902,2018-05-26
Alabama,2018,973,893,2018-06-02
Alabama,2018,1011,934,2018-06-09
Alabama,2018,940,861,2018-06-16
Alabama,2018,974,890,2018-06-23
Alabama,2018,927,861,2018-06-30
Alabama,2018,972,879,2018-07-07
Alabama,2018,994,910,2018-07-14
Alabama,2018,959,876,2018-07-21
Alabama,2018,930,845,2018-07-28
Alabama,2018,962,871,2018-08-04
Alabama,2018,969,883,2018-08-11
Alabama,2018,938,881,2018-08-18
Alabama,2018,943,882,2018-08-25
Alabama,2018,936,867,2018-09-01
Alabama,2018,944,871,2018-09-08
Alabama,2018,912,830,2018-09-15
Alabama,2018,998,921,2018-09-22
Alabama,2018,972,890,2018-09-29
Alabama,2018,945,874,2018-10-06
Alabama,2018,943,874,2018-10-13
Alabama,2018,971,897,2018-10-20
Alabama,2018,993,910,2018-10-27
Alabama,2018,927,851,2018-11-03
Alabama,2018,963,892,2018-11-10
Alabama,2018,1055,988,2018-11-17
Alabama,2018,1009,920,2018-11-24
Alabama,2018,1050,977,2018-12-01
Alabama,2018,1044,963,2018-12-08
Alabama,2018,1053,982,2018-12-15
Alabama,2018,1105,1031,2018-12-22
Alabama,2018,1084,988,2018-12-29
Alabama,2019,1077,993,2019-01-05
Alabama,2019,1090,994,2019-01-12
Alabama,2019,1114,1042,2019-01-19
Alabama,2019,1063,994,2019-01-26
Alabama,2019,1095,1026,2019-02-02
Alabama,2019,1092,1005,2019-02-09
Alabama,2019,1103,1017,2019-02-16
Alabama,2019,1064,992,2019-02-23
Alabama,2019,1050,966,2019-03-02
Alabama,2019,1062,964,2019-03-09
Alabama,2019,1090,1015,2019-03-16
Alabama,2019,1012,938,2019-03-23
Alabama,2019,1079,999,2019-03-30
Alabama,2019,1044,960,2019-04-06
Alabama,2019,1031,932,2019-04-13
Alabama,2019,954,896,2019-04-20
Alabama,2019,1042,982,2019-04-27
Alabama,2019,1031,942,2019-05-04
Alabama,2019,1009,920,2019-05-11
Alabama,2019,996,907,2019-05-18
Alabama,2019,974,917,2019-05-25
Alabama,2019,1027,928,2019-06-01
Alabama,2019,1029,924,2019-06-08
Alabama,2019,986,896,2019-06-15
Alabama,2019,989,904,2019-06-22
Alabama,2019,940,873,2019-06-29
Alabama,2019,1028,926,2019-07-06
Alabama,2019,1018,945,2019-07-13
Alabama,2019,962,871,2019-07-20
Alabama,2019,980,895,2019-07-27
Alabama,2019,984,907,2019-08-03
Alabama,2019,998,924,2019-08-10
Alabama,2019,977,903,2019-08-17
Alabama,2019,939,869,2019-08-24
Alabama,2019,975,894,2019-08-31
Alabama,2019,1009,924,2019-09-07
Alabama,2019,1000,926,2019-09-14
Alabama,2019,883,801,2019-09-21
Alabama,2019,987,905,2019-09-28
Alabama,2019,958,870,2019-10-05
Alabama,2019,907,829,2019-10-12
Alabama,2019,1009,934,2019-10-19
Alabama,2019,978,883,2019-10-26
Alabama,2019,937,859,2019-11-02
Alabama,2019,1041,964,2019-11-09
Alabama,2019,1070,1000,2019-11-16
Alabama,2019,1043,977,2019-11-23
Alabama,2019,1038,949,2019-11-30
Alabama,2019,1072,997,2019-12-07
Alabama,2019,1081,997,2019-12-14
Alabama,2019,1103,1018,2019-12-21
Alabama,2019,1035,949,2019-12-28
Alabama,2020,1081,1008,2020-01-04
Alabama,2020,1127,1060,2020-01-11
Alabama,2020,1039,976,2020-01-18
Alabama,2020,1054,981,2020-01-25
Alabama,2020,1026,951,2020-02-01
Alabama,2020,1119,1028,2020-02-08
Alabama,2020,1094,1019,2020-02-15
Alabama,2020,1097,1017,2020-02-22
Alabama,2020,1161,1091,2020-02-29
Alabama,2020,1053,950,2020-03-07
Alabama,2020,1091,1013,2020-03-14
Alabama,2020,1057,984,2020-03-21
Alabama,2020,1072,989,2020-03-28
Alabama,2020,1156,1077,2020-04-04
Alabama,2020,1134,1053,2020-04-11
Alabama,2020,1143,1049,2020-04-18
Alabama,2020,1137,1038,2020-04-25
Alabama,2020,1147,1049,2020-05-02
Alabama,2020,1168,1081,2020-05-09
Alabama,2020,1146,1048,2020-05-16
Alabama,2020,1151,1054,2020-05-23
Alabama,2020,1105,998,2020-05-30
Alabama,2020,1169,1069,2020-06-06
Alabama,2020,1134,1030,2020-06-13
Alabama,2020,1087,1008,2020-06-20
Alabama,2020,1148,1065,2020-06-27
Alabama,2020,1196,1106,2020-07-04
Alabama,2020,1254,1168,2020-07-11
Alabama,2020,1288,1203,2020-07-18
Alabama,2020,1326,1252,2020-07-25
Alabama,2020,1357,1266,2020-08-01
Alabama,2020,1367,1279,2020-08-08
Alabama,2020,1299,1205,2020-08-15
Alabama,2020,1290,1214,2020-08-22
Alabama,2020,1212,1128,2020-08-29
Alabama,2020,1205,1124,2020-09-05
Alabama,2020,1229,1151,2020-09-12
Alabama,2020,1183,1122,2020-09-19
Alabama,2020,1175,1106,2020-09-26
Alabama,2020,1086,1001,2020-10-03
Alabama,2020,1185,1118,2020-10-10
Alabama,2020,1172,1106,2020-10-17
Alabama,2020,1120,1045,2020-10-24
Alabama,2020,1137,1076,2020-10-31
Alabama,2020,1225,1147,2020-11-07
Alabama,2020,1219,1156,2020-11-14
Alabama,2020,1196,1122,2020-11-21
Alabama,2020,1203,1139,2020-11-28
Alabama,2020,1149,1095,2020-12-05
Alabama,2020,1196,1157,2020-12-12
Alabama,2020,806,784,2020-12-19
Alabama,2020,476,464,2020-12-26
Alaska,2014,53,43,2014-01-04
Alaska,2014,85,75,2014-01-11
Alaska,2014,80,72,2014-01-18
Alaska,2014,83,72,2014-01-25
Alaska,2014,57,47,2014-02-01
Alaska,2014,70,59,2014-02-08
Alaska,2014,73,63,2014-02-15
Alaska,2014,83,72,2014-02-22
Alaska,2014,56,50,2014-03-01
Alaska,2014,63,58,2014-03-08
Alaska,2014,71,55,2014-03-15
Alaska,2014,68,56,2014-03-22
Alaska,2014,81,73,2014-03-29
Alaska,2014,71,56,2014-04-05
Alaska,2014,70,60,2014-04-12
Alaska,2014,66,57,2014-04-19
Alaska,2014,65,58,2014-04-26
Alaska,2014,71,54,2014-05-03
Alaska,2014,81,65,2014-05-10
Alaska,2014,68,53,2014-05-17
Alaska,2014,78,71,2014-05-24
Alaska,2014,69,61,2014-05-31
Alaska,2014,66,57,2014-06-07
Alaska,2014,75,64,2014-06-14
Alaska,2014,73,61,2014-06-21
Alaska,2014,101,86,2014-06-28
Alaska,2014,82,67,2014-07-05
Alaska,2014,75,62,2014-07-12
Alaska,2014,80,63,2014-07-19
Alaska,2014,83,77,2014-07-26
Alaska,2014,80,71,2014-08-02
Alaska,2014,70,64,2014-08-09
Alaska,2014,70,61,2014-08-16
Alaska,2014,88,72,2014-08-23
Alaska,2014,74,62,2014-08-30
Alaska,2014,73,60,2014-09-06
Alaska,2014,94,82,2014-09-13
Alaska,2014,68,50,2014-09-20
Alaska,2014,76,66,2014-09-27
Alaska,2014,75,59,2014-10-04
Alaska,2014,90,67,2014-10-11
Alaska,2014,77,63,2014-10-18
Alaska,2014,86,74,2014-10-25
Alaska,2014,85,72,2014-11-01
Alaska,2014,80,66,2014-11-08
Alaska,2014,89,71,2014-11-15
Alaska,2014,81,64,2014-11-22
Alaska,2014,89,78,2014-11-29
Alaska,2014,87,74,2014-12-06
Alaska,2014,81,69,2014-12-13
Alaska,2014,85,74,2014-12-20
Alaska,2014,82,66,2014-12-27
Alaska,2014,84,70,2015-01-03
Alaska,2015,75,62,2015-01-10
Alaska,2015,80,76,2015-01-17
Alaska,2015,84,73,2015-01-24
Alaska,2015,84,70,2015-01-31
Alaska,2015,85,70,2015-02-07
Alaska,2015,81,69,2015-02-14
Alaska,2015,75,62,2015-02-21
Alaska,2015,90,78,2015-02-28
Alaska,2015,74,57,2015-03-07
Alaska,2015,79,65,2015-03-14
Alaska,2015,66,51,2015-03-21
Alaska,2015,81,71,2015-03-28
Alaska,2015,80,63,2015-04-04
Alaska,2015,71,55,2015-04-11
Alaska,2015,81,64,2015-04-18
Alaska,2015,69,59,2015-04-25
Alaska,2015,81,69,2015-05-02
Alaska,2015,72,56,2015-05-09
Alaska,2015,124,106,2015-05-16
Alaska,2015,80,68,2015-05-23
Alaska,2015,80,64,2015-05-30
Alaska,2015,78,67,2015-06-06
Alaska,2015,77,67,2015-06-13
Alaska,2015,77,62,2015-06-20
Alaska,2015,94,73,2015-06-27
Alaska,2015,77,66,2015-07-04
Alaska,2015,80,65,2015-07-11
Alaska,2015,84,68,2015-07-18
Alaska,2015,98,80,2015-07-25
Alaska,2015,68,56,2015-08-01
Alaska,2015,70,59,2015-08-08
Alaska,2015,59,52,2015-08-15
Alaska,2015,80,66,2015-08-22
Alaska,2015,99,79,2015-08-29
Alaska,2015,83,71,2015-09-05
Alaska,2015,102,86,2015-09-12
Alaska,2015,79,63,2015-09-19
Alaska,2015,73,64,2015-09-26
Alaska,2015,74,63,2015-10-03
Alaska,2015,91,73,2015-10-10
Alaska,2015,93,78,2015-10-17
Alaska,2015,75,65,2015-10-24
Alaska,2015,67,55,2015-10-31
Alaska,2015,78,65,2015-11-07
Alaska,2015,70,59,2015-11-14
Alaska,2015,83,69,2015-11-21
Alaska,2015,84,66,2015-11-28
Alaska,2015,77,62,2015-12-05
Alaska,2015,75,61,2015-12-12
Alaska,2015,72,60,2015-12-19
Alaska,2015,80,68,2015-12-26
Alaska,2015,97,83,2016-01-02
Alaska,2016,81,66,2016-01-09
Alaska,2016,79,62,2016-01-16
Alaska,2016,81,68,2016-01-23
Alaska,2016,98,83,2016-01-30
Alaska,2016,77,65,2016-02-06
Alaska,2016,91,72,2016-02-13
Alaska,2016,74,63,2016-02-20
Alaska,2016,57,45,2016-02-27
Alaska,2016,85,77,2016-03-05
Alaska,2016,85,73,2016-03-12
Alaska,2016,82,74,2016-03-19
Alaska,2016,80,71,2016-03-26
Alaska,2016,81,66,2016-04-02
Alaska,2016,76,61,2016-04-09
Alaska,2016,88,72,2016-04-16
Alaska,2016,84,63,2016-04-23
Alaska,2016,81,71,2016-04-30
Alaska,2016,73,62,2016-05-07
Alaska,2016,86,76,2016-05-14
Alaska,2016,102,89,2016-05-21
Alaska,2016,63,49,2016-05-28
Alaska,2016,105,83,2016-06-04
Alaska,2016,86,73,2016-06-11
Alaska,2016,84,68,2016-06-18
Alaska,2016,70,62,2016-06-25
Alaska,2016,88,72,2016-07-02
Alaska,2016,85,64,2016-07-09
Alaska,2016,93,75,2016-07-16
Alaska,2016,81,66,2016-07-23
Alaska,2016,89,69,2016-07-30
Alaska,2016,89,74,2016-08-06
Alaska,2016,78,66,2016-08-13
Alaska,2016,61,57,2016-08-20
Alaska,2016,68,60,2016-08-27
Alaska,2016,80,63,2016-09-03
Alaska,2016,81,66,2016-09-10
Alaska,2016,84,72,2016-09-17
Alaska,2016,61,53,2016-09-24
Alaska,2016,81,66,2016-10-01
Alaska,2016,89,79,2016-10-08
Alaska,2016,89,81,2016-10-15
Alaska,2016,99,89,2016-10-22
Alaska,2016,84,64,2016-10-29
Alaska,2016,68,55,2016-11-05
Alaska,2016,90,80,2016-11-12
Alaska,2016,75,60,2016-11-19
Alaska,2016,70,52,2016-11-26
Alaska,2016,84,72,2016-12-03
Alaska,2016,97,77,2016-12-10
Alaska,2016,80,65,2016-12-17
Alaska,2016,93,79,2016-12-24
Alaska,2016,81,70,2016-12-31
Alaska,2017,104,89,2017-01-07
Alaska,2017,87,78,2017-01-14
Alaska,2017,93,72,2017-01-21
Alaska,2017,80,61,2017-01-28
Alaska,2017,87,70,2017-02-04
Alaska,2017,63,56,2017-02-11
Alaska,2017,80,66,2017-02-18
Alaska,2017,73,62,2017-02-25
Alaska,2017,66,50,2017-03-04
Alaska,2017,74,67,2017-03-11
Alaska,2017,84,75,2017-03-18
Alaska,2017,92,85,2017-03-25
Alaska,2017,89,79,2017-04-01
Alaska,2017,78,66,2017-04-08
Alaska,2017,88,72,2017-04-15
Alaska,2017,58,52,2017-04-22
Alaska,2017,80,65,2017-04-29
Alaska,2017,73,56,2017-05-06
Alaska,2017,77,65,2017-05-13
Alaska,2017,68,53,2017-05-20
Alaska,2017,76,58,2017-05-27
Alaska,2017,77,69,2017-06-03
Alaska,2017,84,70,2017-06-10
Alaska,2017,90,74,2017-06-17
Alaska,2017,81,60,2017-06-24
Alaska,2017,79,70,2017-07-01
Alaska,2017,82,63,2017-07-08
Alaska,2017,70,57,2017-07-15
Alaska,2017,81,65,2017-07-22
Alaska,2017,79,66,2017-07-29
Alaska,2017,64,50,2017-08-05
Alaska,2017,68,52,2017-08-12
Alaska,2017,89,69,2017-08-19
Alaska,2017,89,68,2017-08-26
Alaska,2017,77,67,2017-09-02
Alaska,2017,86,71,2017-09-09
Alaska,2017,83,57,2017-09-16
Alaska,2017,89,68,2017-09-23
Alaska,2017,115,102,2017-09-30
Alaska,2017,78,62,2017-10-07
Alaska,2017,79,65,2017-10-14
Alaska,2017,79,62,2017-10-21
Alaska,2017,96,80,2017-10-28
Alaska,2017,64,51,2017-11-04
Alaska,2017,71,62,2017-11-11
Alaska,2017,81,69,2017-11-18
Alaska,2017,75,63,2017-11-25
Alaska,2017,94,73,2017-12-02
Alaska,2017,76,63,2017-12-09
Alaska,2017,96,78,2017-12-16
Alaska,2017,90,80,2017-12-23
Alaska,2017,86,73,2017-12-30
Alaska,2018,72,61,2018-01-06
Alaska,2018,100,82,2018-01-13
Alaska,2018,95,79,2018-01-20
Alaska,2018,79,70,2018-01-27
Alaska,2018,82,67,2018-02-03
Alaska,2018,65,58,2018-02-10
Alaska,2018,83,74,2018-02-17
Alaska,2018,94,76,2018-02-24
Alaska,2018,91,77,2018-03-03
Alaska,2018,90,75,2018-03-10
Alaska,2018,69,56,2018-03-17
Alaska,2018,76,67,2018-03-24
Alaska,2018,78,66,2018-03-31
Alaska,2018,92,83,2018-04-07
Alaska,2018,90,75,2018-04-14
Alaska,2018,98,83,2018-04-21
Alaska,2018,77,64,2018-04-28
Alaska,2018,93,84,2018-05-05
Alaska,2018,71,58,2018-05-12
Alaska,2018,72,63,2018-05-19
Alaska,2018,73,63,2018-05-26
Alaska,2018,63,58,2018-06-02
Alaska,2018,78,64,2018-06-09
Alaska,2018,82,66,2018-06-16
Alaska,2018,78,61,2018-06-23
Alaska,2018,66,55,2018-06-30
Alaska,2018,88,70,2018-07-07
Alaska,2018,104,90,2018-07-14
Alaska,2018,71,53,2018-07-21
Alaska,2018,77,65,2018-07-28
Alaska,2018,89,71,2018-08-04
Alaska,2018,82,69,2018-08-11
Alaska,2018,89,75,2018-08-18
Alaska,2018,92,80,2018-08-25
Alaska,2018,80,66,2018-09-01
Alaska,2018,86,75,2018-09-08
Alaska,2018,65,54,2018-09-15
Alaska,2018,84,69,2018-09-22
Alaska,2018,81,71,2018-09-29
Alaska,2018,91,69,2018-10-06
Alaska,2018,84,71,2018-10-13
Alaska,2018,80,66,2018-10-20
Alaska,2018,89,74,2018-10-27
Alaska,2018,67,56,2018-11-03
Alaska,2018,92,72,2018-11-10
Alaska,2018,82,66,2018-11-17
Alaska,2018,94,82,2018-11-24
Alaska,2018,89,81,2018-12-01
Alaska,2018,75,65,2018-12-08
Alaska,2018,110,96,2018-12-15
Alaska,2018,95,76,2018-12-22
Alaska,2018,68,61,2018-12-29
Alaska,2019,93,82,2019-01-05
Alaska,2019,87,72,2019-01-12
Alaska,2019,94,78,2019-01-19
Alaska,2019,88,75,2019-01-26
Alaska,2019,99,73,2019-02-02
Alaska,2019,96,88,2019-02-09
Alaska,2019,99,80,2019-02-16
Alaska,2019,76,61,2019-02-23
Alaska,2019,94,77,2019-03-02
Alaska,2019,94,78,2019-03-09
Alaska,2019,100,81,2019-03-16
Alaska,2019,71,63,2019-03-23
Alaska,2019,90,71,2019-03-30
Alaska,2019,90,61,2019-04-06
Alaska,2019,81,72,2019-04-13
Alaska,2019,78,64,2019-04-20
Alaska,2019,79,67,2019-04-27
Alaska,2019,100,82,2019-05-04
Alaska,2019,86,73,2019-05-11
Alaska,2019,91,73,2019-05-18
Alaska,2019,82,63,2019-05-25
Alaska,2019,77,64,2019-06-01
Alaska,2019,93,70,2019-06-08
Alaska,2019,75,63,2019-06-15
Alaska,2019,97,83,2019-06-22
Alaska,2019,87,73,2019-06-29
Alaska,2019,81,71,2019-07-06
Alaska,2019,91,71,2019-07-13
Alaska,2019,74,60,2019-07-20
Alaska,2019,59,46,2019-07-27
Alaska,2019,74,58,2019-08-03
Alaska,2019,86,71,2019-08-10
Alaska,2019,94,79,2019-08-17
Alaska,2019,73,63,2019-08-24
Alaska,2019,82,65,2019-08-31
Alaska,2019,71,63,2019-09-07
Alaska,2019,91,72,2019-09-14
Alaska,2019,94,81,2019-09-21
Alaska,2019,82,68,2019-09-28
Alaska,2019,93,77,2019-10-05
Alaska,2019,91,75,2019-10-12
Alaska,2019,94,74,2019-10-19
Alaska,2019,67,54,2019-10-26
Alaska,2019,81,62,2019-11-02
Alaska,2019,89,70,2019-11-09
Alaska,2019,90,72,2019-11-16
Alaska,2019,92,82,2019-11-23
Alaska,2019,103,89,2019-11-30
Alaska,2019,93,78,2019-12-07
Alaska,2019,94,80,2019-12-14
Alaska,2019,84,69,2019-12-21
Alaska,2019,100,89,2019-12-28
Alaska,2020,89,71,2020-01-04
Alaska,2020,105,93,2020-01-11
Alaska,2020,99,83,2020-01-18
Alaska,2020,97,82,2020-01-25
Alaska,2020,85,74,2020-02-01
Alaska,2020,92,75,2020-02-08
Alaska,2020,89,74,2020-02-15
Alaska,2020,83,64,2020-02-22
Alaska,2020,84,76,2020-02-29
Alaska,2020,79,68,2020-03-07
Alaska,2020,92,80,2020-03-14
Alaska,2020,69,56,2020-03-21
Alaska,2020,85,74,2020-03-28
Alaska,2020,98,84,2020-04-04
Alaska,2020,84,71,2020-04-11
Alaska,2020,80,71,2020-04-18
Alaska,2020,61,55,2020-04-25
Alaska,2020,87,78,2020-05-02
Alaska,2020,89,77,2020-05-09
Alaska,2020,83,68,2020-05-16
Alaska,2020,82,68,2020-05-23
Alaska,2020,97,82,2020-05-30
Alaska,2020,78,65,2020-06-06
Alaska,2020,88,70,2020-06-13
Alaska,2020,92,74,2020-06-20
Alaska,2020,88,65,2020-06-27
Alaska,2020,84,64,2020-07-04
Alaska,2020,100,82,2020-07-11
Alaska,2020,88,71,2020-07-18
Alaska,2020,92,75,2020-07-25
Alaska,2020,112,81,2020-08-01
Alaska,2020,101,86,2020-08-08
Alaska,2020,74,66,2020-08-15
Alaska,2020,114,100,2020-08-22
Alaska,2020,93,75,2020-08-29
Alaska,2020,104,89,2020-09-05
Alaska,2020,87,72,2020-09-12
Alaska,2020,103,79,2020-09-19
Alaska,2020,110,94,2020-09-26
Alaska,2020,73,59,2020-10-03
Alaska,2020,108,92,2020-10-10
Alaska,2020,97,89,2020-10-17
Alaska,2020,99,86,2020-10-24
Alaska,2020,103,91,2020-10-31
